Question,Category
والدتي مريضه ضغط وسكر نسبه الكرياتين عندها بتبقي من ٣ ل ٤ انهارده حللت ولقيناه ٦ والسكر التراكمي ٨ هل كده تحتاج لغسيل كلي؟,المسالك البولية
"مرحبا ويعطيكم العافية،
أنا شاب ٣١ سنة، ذهبت الى الكثير من الأطباء، جميع التحاليل قمت بها وكله سليم، اعاني من شعور بالهبوط وخفة الرأس وكتمة نفس، يقولون نفسي، وأشعر بخوف...",الصحة النفسية
كيف أتخلص من عدم المبالات بالآخرين ؟,الصحة النفسية
"السلام عليكم :
بنتي عمره 3سنوات من فتره اسبوع بدأت تظهر احمرار بجلدة راسها من الخلف وبعدها تشكل قشرة سميكه وعم تنتقل لمقدمة الراس كمان مع حكة ممكن تساعدوني شو...",الجلدية والتجميل
عمري 42 سنة ولست متزوجة احس بالم وحرقة في ثدي الايسر مع الم في الكتف الايسر وتنميل وخدران في اليدين اليمني واليسري مع وجود كتلة صلبة تحت الابط الايسر غير...,الأورام
السلام عليكم...أجريت قبل سنتين تقريبا عملية في تعديل الحاجز الأنفي ولكن إلى الآن لدي التهابات مستمرة ....وشكرا,أنف وأذن وحنجرة
امي 58 سنة لديها الام في الكليتين والظهر والمفاصل وانتفاخ في القدمين وحرورة في البول وتذهب الى المرحاض كثيرا.اعطاها الطبيب 3 حقنات Genta 160 لثلاثة ايام وCipro 500 وprofenid 100...,المسالك البولية
مهم وعاجل انا اعاني من الم الاسنان اللثة صارت فوق الاسنان ومااتهنى بأكل أبد غير كذا خدي اليمين تحت اللثة منتفخة لها شهر انا من خووفي ماقدرت اروح ﻻن الوضع...,طب وصحة الأسنان
"مريضه بالروماتويد ووصف لي دواء Methotrexate وGupisone
هل الزينكال يؤثر على امتصاص هذين الدوائين ؟
ومارايكم في هذين الدوائين ؟",التغذية والدواء
ما هي فوائد حبوب Omega 3؟,التغذية والدواء
عندي تقريبا 3اشهر زواج والى الان لاتتم عملية الايلاح,الصحة النفسية
عندي إين في عمره 8 سنوات كثير الحركة لا يجلس حتى دقيقة وكلامه غير مفهوم وفي المدرسة لا يستوعب ما تقول له أستاذته ويستطيع قراءة الحروف وجمعها لكنه يتعذر عنه...,صحة الطفل
علاج السكر,الباطنة والغدد الصماء
ما علاج الام كعب القدم لدى مصابة بالسكري وزيادة الوزن هل هو التهاب مفاصل ام شي له علاقة بالاعصاب ام ناتج عن السكري,العظام والمفاصل
بدأت تدخين الكريستال ميث أو الشبو من حوالي6شهور وبعد شهرين من بداية الإدمان بدأت التدخين بشراهة وبعد فترة بدأت أشعر بتنميل ووغز في مؤخرة الرأس وصعوبة في التحدث مع المجتمع...,الأمراض العصبية
السلام عليكم انا عمري ١٩ سنه هل ابر هرمون النمو تزيد من طولي؟,الباطنة والغدد الصماء
ما هى أقوى حشوات الضرس بالتدريج؟,طب وصحة الأسنان
لدي الم في مؤخرة رأسي عند النوم على ارض مستوية ويتغير مكانه بالضغط عليه الام فقط عند الضغط عليه ولكن اشعر بدوار وغثيان وخمول وانام لساعات طويله,الأمراض العصبية
وزني مش بيزداد خالص عن 60 عاوز حاجه تزوديني ومكنش ليها ضرر,التغذية والدواء
"من سنتين تقريبا صابتني رفة قوية بعيوني بس مو مستمرة متقطعة
واليوم دخت وبعد الدوخة صارت عين جاحظة وعين عادية حتى حسيت فيها وما كنت مرتاحة بالرؤية
لوسمحت اذا بتخبرني...",طب العيون
ما هي المدة التي يجب علينا ان نترك مرهم العين على العين هل 10 دقائق ام اكتر اسم المرهم ستيردكس,التغذية والدواء
تقلص او ضغط او عصر بمنتصف الصدر مع خفقان بعض الاحيان والاعراض المذكورة تأتيني عند رفع صوتي و التكلم بسرعة و بعض الاحيان تأتيني عند الجلوس والوقوف وهي لاتبقى الا...,القلب والأوعية الدموية
اعانى من حكه جلدية منذ عدة ايام بالوجه بدأت بالجفنين و منطقة الرموش و زادت للانف و الخدين و بعدها للذقن و هى تهتاج احيانا و تسكن اخري,الجلدية والتجميل
كان عندي سكر حمل ولدت واختفى السكر حللت صائم بين89-106 بعد ساعين من الاكل 113-120 احيانا اذا اكلت حلى او خبز بكون ١٥٠ بعض الاطباء قالو طبيعي والبعض انه اصابه...,الباطنة والغدد الصماء
انا شاب ابلغ من العمر 33 عام اعاني من انتشار اشعر الابيض في راسي ولحيتي بل وبقيه جسمي حيث ان زملائي يبلغون من العمر اكبر مني ولا يوجد في شعرهم...,الجلدية والتجميل
اعاني من قله في النوم والتوتر دائم وارق شديد,الصحة النفسية
"السلام عليكم ،، امي شخصت لديها نوع من انواع الشقيقة
فما هي الأطعمة الضارة و ما هي الأضرار الاخرى او اشياء تزيد من سوء الحالة ؟؟؟",الأمراض العصبية
السلام عليكم.كنت استعمل /5 mg .CO Amarel 500mg واريد استبداله ب glucovance500mg/5 mg,التغذية والدواء
احس بالم بين صدري الى اسفل فوق منتصف البطن يتكرر كل شهر تقريبا ويبدء بنفس الوقت من 2-3 ليلا الى 9-10 صباحا وبعد يوم يصاحبه اصوات غازات لم اعرف السبب...,الباطنة والغدد الصماء
السلام عليكم ورحمة. الله وبركاته. عندي طفله عمرها6شهور عندها اسهال. بمعدل كل ساعتين مره وحده. اعطيتها. ادويه لكن لم تخف... ومنها ors,صحة الطفل
انا ابنتي عمرها 14 سنه تعاني من التهاب الشفه حيث أنه من فترة الي فترة تظهر لها بثور منتفخه تسبب لها ألام ونزول بعد 4 ايام الي أسبوع هل هذا...,طب وصحة الأسنان
انا فيني وسوس مو طبيعي في كل شي لاتفرحين بيصير وبيصيرتعبت ابي شي الوسوس يقضي عليها انا الحمدالله ملتزمه اصلي الوتر وقري قراني كل يوم بس مدري وش هالمشكله المتشايمه...,الصحة النفسية
